4.000000000000000000e+00;1.300000000000000000e+01;4.000000000000000000e+01;4.900000000000000000e+01;1.660000000000000000e+02;1.680325439453125000e+04
6.300000000000000000e+01;6.000000000000000000e+01;2.800000000000000000e+01;2.200000000000000000e+01;1.440000000000000000e+02;1.666504638671875000e+04
0.000000000000000000e+00;7.000000000000000000e+00;1.900000000000000000e+01;1.000000000000000000e+01;1.440000000000000000e+02;1.636445751953125000e+04
5.700000000000000000e+01;4.900000000000000000e+01;3.500000000000000000e+01;2.300000000000000000e+01;1.570000000000000000e+02;1.582770654296875000e+04
4.700000000000000000e+01;5.400000000000000000e+01;1.800000000000000000e+01;1.300000000000000000e+01;1.490000000000000000e+02;1.554158935546875000e+04
4.600000000000000000e+01;5.300000000000000000e+01;1.200000000000000000e+01;8.000000000000000000e+00;1.640000000000000000e+02;1.530480273437500000e+04
3.800000000000000000e+01;4.300000000000000000e+01;7.000000000000000000e+00;1.300000000000000000e+01;1.630000000000000000e+02;1.510800000000000000e+04
5.200000000000000000e+01;5.900000000000000000e+01;2.300000000000000000e+01;1.200000000000000000e+01;1.850000000000000000e+02;1.478831738281250000e+04
3.700000000000000000e+01;4.500000000000000000e+01;4.500000000000000000e+01;4.300000000000000000e+01;9.200000000000000000e+01;1.456813208007812500e+04
9.000000000000000000e+00;1.200000000000000000e+01;5.500000000000000000e+01;5.600000000000000000e+01;6.800000000000000000e+01;1.449444604492187500e+04
3.600000000000000000e+01;3.000000000000000000e+01;1.200000000000000000e+01;2.500000000000000000e+01;1.820000000000000000e+02;1.405726586914062500e+04
1.600000000000000000e+01;2.700000000000000000e+01;7.000000000000000000e+00;1.200000000000000000e+01;1.530000000000000000e+02;1.373263891601562500e+04
5.000000000000000000e+01;4.400000000000000000e+01;3.000000000000000000e+00;1.000000000000000000e+00;1.300000000000000000e+02;1.360107763671875000e+04
2.000000000000000000e+00;1.400000000000000000e+01;2.700000000000000000e+01;1.100000000000000000e+01;1.940000000000000000e+02;1.315914038085937500e+04
7.000000000000000000e+00;2.000000000000000000e+00;5.700000000000000000e+01;6.200000000000000000e+01;1.450000000000000000e+02;1.294225561523437500e+04
5.900000000000000000e+01;6.100000000000000000e+01;2.200000000000000000e+01;1.800000000000000000e+01;1.370000000000000000e+02;1.288286450195312500e+04
4.500000000000000000e+01;3.500000000000000000e+01;2.200000000000000000e+01;1.500000000000000000e+01;2.080000000000000000e+02;1.266778442382812500e+04
3.900000000000000000e+01;5.000000000000000000e+01;5.500000000000000000e+01;4.300000000000000000e+01;1.670000000000000000e+02;1.220887817382812500e+04
2.500000000000000000e+01;3.900000000000000000e+01;5.400000000000000000e+01;4.900000000000000000e+01;1.680000000000000000e+02;1.189222875976562500e+04
3.000000000000000000e+00;1.700000000000000000e+01;1.300000000000000000e+01;3.000000000000000000e+00;1.780000000000000000e+02;1.155935522460937500e+04
6.300000000000000000e+01;5.600000000000000000e+01;1.900000000000000000e+01;1.100000000000000000e+01;1.400000000000000000e+02;1.125031958007812500e+04
1.800000000000000000e+01;1.400000000000000000e+01;5.200000000000000000e+01;5.800000000000000000e+01;1.590000000000000000e+02;1.103150708007812500e+04
5.800000000000000000e+01;5.400000000000000000e+01;6.100000000000000000e+01;5.700000000000000000e+01;1.740000000000000000e+02;1.092909033203125000e+04
1.400000000000000000e+01;1.200000000000000000e+01;5.300000000000000000e+01;5.600000000000000000e+01;6.800000000000000000e+01;1.086423144531250000e+04
3.100000000000000000e+01;2.800000000000000000e+01;2.700000000000000000e+01;2.600000000000000000e+01;1.200000000000000000e+02;1.080780566406250000e+04
5.100000000000000000e+01;4.800000000000000000e+01;2.000000000000000000e+01;2.800000000000000000e+01;1.490000000000000000e+02;1.068667871093750000e+04
4.300000000000000000e+01;4.600000000000000000e+01;2.400000000000000000e+01;2.300000000000000000e+01;6.700000000000000000e+01;1.061250683593750000e+04
3.300000000000000000e+01;3.500000000000000000e+01;4.800000000000000000e+01;4.500000000000000000e+01;1.630000000000000000e+02;1.054476464843750000e+04
2.400000000000000000e+01;2.700000000000000000e+01;3.000000000000000000e+01;2.800000000000000000e+01;1.230000000000000000e+02;1.045279003906250000e+04
2.600000000000000000e+01;3.400000000000000000e+01;2.900000000000000000e+01;3.300000000000000000e+01;2.050000000000000000e+02;1.036675488281250000e+04
9.000000000000000000e+00;1.300000000000000000e+01;5.600000000000000000e+01;5.800000000000000000e+01;7.000000000000000000e+01;1.027687451171875000e+04
1.900000000000000000e+01;1.500000000000000000e+01;2.100000000000000000e+01;1.900000000000000000e+01;1.490000000000000000e+02;1.022076904296875000e+04
2.700000000000000000e+01;2.500000000000000000e+01;2.600000000000000000e+01;2.300000000000000000e+01;1.210000000000000000e+02;1.013786962890625000e+04
3.400000000000000000e+01;2.700000000000000000e+01;4.400000000000000000e+01;4.800000000000000000e+01;1.670000000000000000e+02;9.955982910156250000e+03
4.300000000000000000e+01;4.000000000000000000e+01;2.700000000000000000e+01;3.000000000000000000e+01;1.510000000000000000e+02;9.897076660156250000e+03
4.800000000000000000e+01;4.600000000000000000e+01;4.000000000000000000e+01;4.500000000000000000e+01;9.600000000000000000e+01;9.804053710937500000e+03
4.100000000000000000e+01;3.900000000000000000e+01;0.000000000000000000e+00;3.000000000000000000e+00;1.240000000000000000e+02;9.728703125000000000e+03
6.000000000000000000e+01;5.600000000000000000e+01;4.800000000000000000e+01;4.900000000000000000e+01;1.470000000000000000e+02;9.683720703125000000e+03
5.700000000000000000e+01;6.300000000000000000e+01;6.300000000000000000e+01;5.700000000000000000e+01;1.330000000000000000e+02;9.437650390625000000e+03
2.600000000000000000e+01;4.000000000000000000e+01;3.500000000000000000e+01;2.700000000000000000e+01;2.050000000000000000e+02;9.282206054687500000e+03
3.600000000000000000e+01;2.800000000000000000e+01;1.000000000000000000e+00;3.000000000000000000e+00;1.270000000000000000e+02;9.145081054687500000e+03
3.500000000000000000e+01;2.600000000000000000e+01;1.900000000000000000e+01;2.300000000000000000e+01;1.430000000000000000e+02;9.004154296875000000e+03
0.000000000000000000e+00;4.000000000000000000e+00;4.500000000000000000e+01;3.600000000000000000e+01;1.690000000000000000e+02;8.880361328125000000e+03
5.900000000000000000e+01;6.100000000000000000e+01;5.200000000000000000e+01;4.800000000000000000e+01;1.410000000000000000e+02;8.820985351562500000e+03
