2.470000000000000000e+02;1.970000000000000000e+02;3.000000000000000000e+00;3.000000000000000000e+00;2.140000000000000000e+02;5.105920095474564269e-01
2.400000000000000000e+02;2.400000000000000000e+02;3.000000000000000000e+00;2.000000000000000000e+00;2.870000000000000000e+02;5.101088882981276162e-01
1.220000000000000000e+02;1.070000000000000000e+02;3.000000000000000000e+00;2.000000000000000000e+00;2.890000000000000000e+02;5.095628668499807556e-01
1.930000000000000000e+02;1.200000000000000000e+02;2.000000000000000000e+00;3.000000000000000000e+00;2.240000000000000000e+02;5.087941007561148643e-01
6.200000000000000000e+01;2.080000000000000000e+02;3.000000000000000000e+00;2.000000000000000000e+00;9.700000000000000000e+01;5.082120007616311996e-01
7.300000000000000000e+01;1.570000000000000000e+02;3.000000000000000000e+00;2.000000000000000000e+00;9.300000000000000000e+01;5.074407763275579075e-01
1.670000000000000000e+02;1.930000000000000000e+02;3.000000000000000000e+00;3.000000000000000000e+00;2.600000000000000000e+02;5.064360010773529819e-01
3.200000000000000000e+01;1.450000000000000000e+02;3.000000000000000000e+00;3.000000000000000000e+00;1.570000000000000000e+02;5.059745346253131659e-01
3.700000000000000000e+01;7.700000000000000000e+01;3.000000000000000000e+00;3.000000000000000000e+00;1.320000000000000000e+02;5.053224630280749308e-01
5.100000000000000000e+01;4.600000000000000000e+01;3.000000000000000000e+00;2.000000000000000000e+00;5.400000000000000000e+01;5.049396636032892349e-01
2.180000000000000000e+02;7.400000000000000000e+01;3.000000000000000000e+00;3.000000000000000000e+00;2.880000000000000000e+02;5.040524251779029408e-01
2.000000000000000000e+00;1.620000000000000000e+02;3.000000000000000000e+00;2.000000000000000000e+00;3.130000000000000000e+02;5.036398252160755318e-01
3.700000000000000000e+01;2.170000000000000000e+02;2.000000000000000000e+00;3.000000000000000000e+00;4.700000000000000000e+01;5.028341108149005922e-01
3.800000000000000000e+01;2.290000000000000000e+02;2.000000000000000000e+00;3.000000000000000000e+00;2.160000000000000000e+02;5.019986673626815055e-01
