9.500000000000000000e+01;2.420000000000000000e+02;1.000000000000000000e+01;5.000000000000000000e+00;2.400000000000000000e+01;1.300000000000000000e+02;5.101163049184371800e-01
1.870000000000000000e+02;1.390000000000000000e+02;9.000000000000000000e+00;8.000000000000000000e+00;2.470000000000000000e+02;1.840000000000000000e+02;5.090950688209353592e-01
4.100000000000000000e+01;2.320000000000000000e+02;1.100000000000000000e+01;8.000000000000000000e+00;2.600000000000000000e+02;1.350000000000000000e+02;5.069000787108275397e-01
1.200000000000000000e+01;1.990000000000000000e+02;1.100000000000000000e+01;6.000000000000000000e+00;2.870000000000000000e+02;1.750000000000000000e+02;5.059805651072832866e-01
6.100000000000000000e+01;2.290000000000000000e+02;1.000000000000000000e+01;7.000000000000000000e+00;3.390000000000000000e+02;1.140000000000000000e+02;5.041069815992771375e-01
1.970000000000000000e+02;1.030000000000000000e+02;9.000000000000000000e+00;6.000000000000000000e+00;1.220000000000000000e+02;7.800000000000000000e+01;5.024937822235233664e-01
4.500000000000000000e+01;2.140000000000000000e+02;1.200000000000000000e+01;8.000000000000000000e+00;3.270000000000000000e+02;1.460000000000000000e+02;5.004220982899552084e-01
4.200000000000000000e+01;9.900000000000000000e+01;1.000000000000000000e+01;7.000000000000000000e+00;2.400000000000000000e+02;1.160000000000000000e+02;4.991903320067496153e-01
7.600000000000000000e+01;8.300000000000000000e+01;1.100000000000000000e+01;4.000000000000000000e+00;2.620000000000000000e+02;1.590000000000000000e+02;4.985937461783676028e-01
4.600000000000000000e+01;1.850000000000000000e+02;9.000000000000000000e+00;9.000000000000000000e+00;2.730000000000000000e+02;1.580000000000000000e+02;4.970007365341649330e-01
2.000000000000000000e+02;2.400000000000000000e+02;1.000000000000000000e+01;6.000000000000000000e+00;2.960000000000000000e+02;1.370000000000000000e+02;4.958113785773498594e-01
2.400000000000000000e+02;4.200000000000000000e+01;7.000000000000000000e+00;6.000000000000000000e+00;2.500000000000000000e+02;1.090000000000000000e+02;4.945784893127404547e-01
2.480000000000000000e+02;2.080000000000000000e+02;1.100000000000000000e+01;8.000000000000000000e+00;3.000000000000000000e+01;1.260000000000000000e+02;4.930952322872124149e-01
9.200000000000000000e+01;1.420000000000000000e+02;9.000000000000000000e+00;5.000000000000000000e+00;9.500000000000000000e+01;1.180000000000000000e+02;4.917696850504885697e-01
1.770000000000000000e+02;1.780000000000000000e+02;1.000000000000000000e+01;8.000000000000000000e+00;1.450000000000000000e+02;1.150000000000000000e+02;4.897390435572385181e-01
1.980000000000000000e+02;1.170000000000000000e+02;1.300000000000000000e+01;4.000000000000000000e+00;3.540000000000000000e+02;1.510000000000000000e+02;4.885168837439498035e-01
1.000000000000000000e+02;1.240000000000000000e+02;1.200000000000000000e+01;8.000000000000000000e+00;3.080000000000000000e+02;1.230000000000000000e+02;4.859939535555585222e-01
2.120000000000000000e+02;9.400000000000000000e+01;1.000000000000000000e+01;8.000000000000000000e+00;9.800000000000000000e+01;1.570000000000000000e+02;4.843334875021528818e-01
5.900000000000000000e+01;5.000000000000000000e+00;1.200000000000000000e+01;8.000000000000000000e+00;1.220000000000000000e+02;1.440000000000000000e+02;4.833996981676936811e-01
9.100000000000000000e+01;1.340000000000000000e+02;8.000000000000000000e+00;7.000000000000000000e+00;1.220000000000000000e+02;1.280000000000000000e+02;4.828761554954697499e-01
9.700000000000000000e+01;2.130000000000000000e+02;1.200000000000000000e+01;5.000000000000000000e+00;2.610000000000000000e+02;1.410000000000000000e+02;4.813593622131002725e-01
1.150000000000000000e+02;2.130000000000000000e+02;1.300000000000000000e+01;6.000000000000000000e+00;2.230000000000000000e+02;1.480000000000000000e+02;4.799378314268622492e-01
6.800000000000000000e+01;1.500000000000000000e+02;1.000000000000000000e+01;8.000000000000000000e+00;3.160000000000000000e+02;1.560000000000000000e+02;4.782312571217616770e-01
5.900000000000000000e+01;2.150000000000000000e+02;1.000000000000000000e+01;8.000000000000000000e+00;5.500000000000000000e+01;1.460000000000000000e+02;4.768323822610358587e-01
5.400000000000000000e+01;1.500000000000000000e+02;1.100000000000000000e+01;5.000000000000000000e+00;3.060000000000000000e+02;1.560000000000000000e+02;4.757877973254199255e-01
8.200000000000000000e+01;1.120000000000000000e+02;1.100000000000000000e+01;8.000000000000000000e+00;2.250000000000000000e+02;1.500000000000000000e+02;4.743545473571995630e-01
8.100000000000000000e+01;2.540000000000000000e+02;1.100000000000000000e+01;5.000000000000000000e+00;1.400000000000000000e+01;1.270000000000000000e+02;4.734483839019505425e-01
2.240000000000000000e+02;6.500000000000000000e+01;8.000000000000000000e+00;8.000000000000000000e+00;2.430000000000000000e+02;1.520000000000000000e+02;4.719245350384623783e-01
5.000000000000000000e+00;5.500000000000000000e+01;1.200000000000000000e+01;7.000000000000000000e+00;7.500000000000000000e+01;1.510000000000000000e+02;4.706321618515953431e-01
2.190000000000000000e+02;6.400000000000000000e+01;1.300000000000000000e+01;6.000000000000000000e+00;2.840000000000000000e+02;7.000000000000000000e+01;4.689875524937609508e-01
4.500000000000000000e+01;6.400000000000000000e+01;1.100000000000000000e+01;8.000000000000000000e+00;4.800000000000000000e+01;1.240000000000000000e+02;4.674873164838754258e-01
3.200000000000000000e+01;4.700000000000000000e+01;7.000000000000000000e+00;8.000000000000000000e+00;2.340000000000000000e+02;1.720000000000000000e+02;4.667432733784706023e-01
9.500000000000000000e+01;1.780000000000000000e+02;1.100000000000000000e+01;6.000000000000000000e+00;1.840000000000000000e+02;1.920000000000000000e+02;4.656212529788995580e-01
1.090000000000000000e+02;2.240000000000000000e+02;1.300000000000000000e+01;8.000000000000000000e+00;2.580000000000000000e+02;1.420000000000000000e+02;4.639393106384607224e-01
8.400000000000000000e+01;1.360000000000000000e+02;1.200000000000000000e+01;7.000000000000000000e+00;4.500000000000000000e+01;1.570000000000000000e+02;4.630571960342779736e-01
3.400000000000000000e+01;3.800000000000000000e+01;1.100000000000000000e+01;7.000000000000000000e+00;1.010000000000000000e+02;1.630000000000000000e+02;4.622595184408485602e-01
5.000000000000000000e+00;1.540000000000000000e+02;9.000000000000000000e+00;5.000000000000000000e+00;2.500000000000000000e+01;9.800000000000000000e+01;4.612106837088522093e-01
9.000000000000000000e+00;1.240000000000000000e+02;9.000000000000000000e+00;7.000000000000000000e+00;3.350000000000000000e+02;1.720000000000000000e+02;4.603515217047399188e-01
6.000000000000000000e+00;1.830000000000000000e+02;1.300000000000000000e+01;7.000000000000000000e+00;7.500000000000000000e+01;1.270000000000000000e+02;4.583185218448941889e-01
2.320000000000000000e+02;4.900000000000000000e+01;6.000000000000000000e+00;8.000000000000000000e+00;1.530000000000000000e+02;7.200000000000000000e+01;4.568568205455308950e-01
1.100000000000000000e+02;9.600000000000000000e+01;9.000000000000000000e+00;6.000000000000000000e+00;7.000000000000000000e+01;1.560000000000000000e+02;4.558428306104443384e-01
1.270000000000000000e+02;9.500000000000000000e+01;8.000000000000000000e+00;7.000000000000000000e+00;1.000000000000000000e+02;1.510000000000000000e+02;4.546946653577156328e-01
1.970000000000000000e+02;1.460000000000000000e+02;9.000000000000000000e+00;8.000000000000000000e+00;2.550000000000000000e+02;1.750000000000000000e+02;4.538286131617708108e-01
3.700000000000000000e+01;1.770000000000000000e+02;1.200000000000000000e+01;5.000000000000000000e+00;7.900000000000000000e+01;1.600000000000000000e+02;4.530821140996124652e-01
4.000000000000000000e+01;1.500000000000000000e+02;1.000000000000000000e+01;8.000000000000000000e+00;3.050000000000000000e+02;1.680000000000000000e+02;4.519527433127167870e-01
2.700000000000000000e+01;6.300000000000000000e+01;1.200000000000000000e+01;6.000000000000000000e+00;2.290000000000000000e+02;1.780000000000000000e+02;4.512426892608260021e-01
