4.300000000000000000e+01;5.300000000000000000e+01;9.000000000000000000e+00;1.000000000000000000e+00;1.310000000000000000e+02;1.673522851562500000e+04;1.867794990539550781e-02
6.300000000000000000e+01;6.000000000000000000e+01;2.800000000000000000e+01;2.200000000000000000e+01;1.080000000000000000e+02;1.658837207031250000e+04;3.049683570861816406e-02
3.100000000000000000e+01;2.600000000000000000e+01;2.100000000000000000e+01;9.000000000000000000e+00;1.210000000000000000e+02;1.624676367187500000e+04;4.694294929504394531e-02
2.800000000000000000e+01;2.000000000000000000e+01;4.500000000000000000e+01;5.400000000000000000e+01;1.060000000000000000e+02;1.576011279296875000e+04;6.343793869018554688e-02
4.200000000000000000e+01;5.400000000000000000e+01;2.100000000000000000e+01;1.300000000000000000e+01;1.020000000000000000e+02;1.509286694335937500e+04;8.006381988525390625e-02
2.400000000000000000e+01;3.200000000000000000e+01;2.100000000000000000e+01;2.600000000000000000e+01;8.300000000000000000e+01;1.474084350585937500e+04;9.627008438110351562e-02
3.900000000000000000e+01;4.300000000000000000e+01;8.000000000000000000e+00;1.300000000000000000e+01;9.300000000000000000e+01;1.457690942382812500e+04;1.120917797088623047e-01
5.100000000000000000e+01;5.900000000000000000e+01;2.200000000000000000e+01;1.200000000000000000e+01;8.200000000000000000e+01;1.410317089843750000e+04;1.277658939361572266e-01
3.200000000000000000e+01;4.500000000000000000e+01;4.500000000000000000e+01;4.300000000000000000e+01;7.000000000000000000e+01;1.375223095703125000e+04;1.437537670135498047e-01
5.000000000000000000e+00;1.200000000000000000e+01;4.500000000000000000e+01;5.600000000000000000e+01;1.420000000000000000e+02;1.345720605468750000e+04;1.595208644866943359e-01
4.600000000000000000e+01;3.800000000000000000e+01;0.000000000000000000e+00;2.000000000000000000e+00;8.000000000000000000e+01;1.331208911132812500e+04;1.759588718414306641e-01
0.000000000000000000e+00;3.000000000000000000e+00;1.400000000000000000e+01;7.000000000000000000e+00;1.200000000000000000e+02;1.317122241210937500e+04;1.926250457763671875e-01
0.000000000000000000e+00;6.000000000000000000e+00;2.600000000000000000e+01;3.600000000000000000e+01;1.420000000000000000e+02;1.293222851562500000e+04;2.088868618011474609e-01
5.000000000000000000e+00;2.000000000000000000e+00;5.900000000000000000e+01;6.200000000000000000e+01;8.400000000000000000e+01;1.281917480468750000e+04;2.134759426116943359e-01
3.800000000000000000e+01;3.600000000000000000e+01;1.300000000000000000e+01;1.500000000000000000e+01;9.100000000000000000e+01;1.276039746093750000e+04;2.166368961334228516e-01
3.800000000000000000e+01;4.700000000000000000e+01;3.000000000000000000e+01;2.300000000000000000e+01;9.700000000000000000e+01;1.227636816406250000e+04;2.324628829956054688e-01
2.800000000000000000e+01;4.200000000000000000e+01;6.000000000000000000e+01;4.700000000000000000e+01;1.400000000000000000e+02;1.165480615234375000e+04;2.489318847656250000e-01
3.200000000000000000e+01;3.700000000000000000e+01;1.900000000000000000e+01;2.600000000000000000e+01;8.700000000000000000e+01;1.137851708984375000e+04;2.652769088745117188e-01
5.900000000000000000e+01;5.500000000000000000e+01;2.200000000000000000e+01;2.300000000000000000e+01;7.200000000000000000e+01;1.133676440429687500e+04;2.700238227844238281e-01
1.100000000000000000e+01;1.800000000000000000e+01;6.300000000000000000e+01;5.400000000000000000e+01;1.090000000000000000e+02;1.096636352539062500e+04;2.856109142303466797e-01
4.000000000000000000e+00;7.000000000000000000e+00;1.200000000000000000e+01;8.000000000000000000e+00;1.110000000000000000e+02;1.086546508789062500e+04;2.941329479217529297e-01
1.800000000000000000e+01;1.500000000000000000e+01;2.000000000000000000e+01;2.300000000000000000e+01;1.330000000000000000e+02;1.080786059570312500e+04;2.973129749298095703e-01
